0.6222222222222222,0.03127400618583982,S6/minmax/modalidad/[24576 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.6149494949494949,0.010657403385139373,S6/minmax/modalidad/[24576 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.49414141414141416,0.07778643530459654,S6/minmax/modalidad/[24576 256 256 256 256 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.11494736842105265,0.004973057604639038,S6/minmax/estimulo/[24576 11],10-10-2024,Primer perceptron simple.
0.11536842105263156,0.004350311225215121,S6/minmax/estimulo/[24576 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.11621052631578947,0.0022280011040543913,S6/minmax/estimulo/[24576 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.1094736842105263,0.002535072542903641,S6/minmax/estimulo/[24576 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.09263157894736843,0.004130824604283913,S6/minmax/estimulo/[24576 256 256 256 256 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5420479302832244,0.010441618271304364,S6/minmax/artefacto/[24576 11],10-10-2024,Primer perceptron simple.
0.550326797385621,0.003289688207089644,S6/minmax/artefacto/[24576 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5655773420479303,0.0032167370501597864,S6/minmax/artefacto/[24576 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5503267973856208,0.005394082092871442,S6/minmax/artefacto/[24576 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5098039215686274,0.01040290752619898,S6/minmax/artefacto/[24576 256 256 256 256 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.608080808080808,0.012935604520066358,S6/prom0/modalidad/[24576 2],14-10-2024,Cambi� normalizacion mixmax a abs_prom0.
0.6,0.01201128605753112,S6/prom0/modalidad/[24576 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.6028282828282828,0.009974971228790715,S6/prom0/modalidad/[24576 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5907070707070707,0.009308287703845066,S6/prom0/modalidad/[24576 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5781818181818181,0.020097710505287185,S6/prom0/modalidad/[24576 256 256 256 256 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.11494736842105265,0.0028479472123091962,S6/prom0/estimulo/[24576 11],14-10-2024,Cambi� normalizacion mixmax a abs_prom0.
0.11326315789473684,0.005695894424618393,S6/prom0/estimulo/[24576 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.1208421052631579,0.0037245907395692898,S6/prom0/estimulo/[24576 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.11115789473684212,0.004168208394362806,S6/prom0/estimulo/[24576 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.10947368421052632,0.005530073910132082,S6/prom0/estimulo/[24576 256 256 256 256 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.4671023965141612,0.003854423967963864,S6/prom0/artefacto/[24576 11],14-10-2024,Cambi� normalizacion mixmax a abs_prom0.
0.547276688453159,0.00566867617919725,S6/prom0/artefacto/[24576 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5673202614379085,0.010295126231556127,S6/prom0/artefacto/[24576 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5638344226579521,0.006303039713067293,S6/prom0/artefacto/[24576 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5577342047930284,0.0030030607303028825,S6/prom0/artefacto/[24576 256 256 256 256 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5316666666666667,0.009562931181273755,S7/minmax/modalidad/[24576 2],10-10-2024,Primer perceptron simple.
0.4333333333333334,0.11547005383792515,S7/minmax/modalidad/[24576 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
